,Decode time
0,0.05917723407037556
1,0.0009056651033461094
2,0.0006706409621983767
3,0.0006506028585135937
4,0.0006251540035009384
5,0.0006283721886575222
6,0.0006104600615799427
7,0.0006186249665915966
8,0.0006237989291548729
9,0.0006135671865195036
10,0.0006107238586992025
11,0.0006108570378273726
12,0.0006103501655161381
13,0.0006132421549409628
14,0.0006183111108839512
15,0.000612401869148016
16,0.0006085429340600967
17,0.000613318057730794
18,0.0006086959037929773
19,0.000610704068094492
20,0.0006165860686451197
21,0.0006127508822828531
22,0.0006099049933254719
23,0.0006118288729339838
24,0.0006121029146015644
25,0.0006109750829637051
26,0.0006200601346790791
27,0.000612510135397315
28,0.0006107240915298462
29,0.0006109888199716806
30,0.000609277980402112
31,0.0006116190925240517
32,0.0006180668715387583
33,0.0006124929059296846
34,0.0006118370220065117
35,0.0006117539014667273
36,0.0006098810117691755
37,0.0006115550640970469
38,0.000615481985732913
39,0.0006177248433232307
40,0.0006105678621679544
41,0.0006126868538558483
42,0.0006098807789385319
43,0.0006103687919676304
44,0.0006169849075376987
45,0.0006120970938354731
46,0.0006088910158723593
47,0.0006121089681982994
48,0.0006094649434089661
49,0.0006122170016169548
50,0.000616597943007946
51,0.0006130971014499664
52,0.0006101538892835379
53,0.0006132519338279963
54,0.0006097839213907719
55,0.0006123911589384079
56,0.0006181849166750908
57,0.0006118519231677055
58,0.0006099888123571873
59,0.0006118039600551128
60,0.00061030313372612
61,0.0006103951018303633
62,0.0006176880560815334
63,0.0006113671697676182
64,0.05923395184800029
65,0.001014338107779622
66,0.00065580103546381
67,0.0006458561401814222
68,0.000729947118088603
69,0.0006306390278041363
70,0.0006246000993996859
71,0.0007277110125869513
72,0.0006147259846329689
73,0.0006223840173333883
74,0.0007177919615060091
75,0.0006225788965821266
76,0.0006269949954003096
77,0.0007258960977196693
78,0.0006135490257292986
79,0.0006224110256880522
80,0.0007144410628825426
81,0.0006809588521718979
82,0.000658869044855237
83,0.0007524359971284866
84,0.0006155169103294611
85,0.0006220059003680944
86,0.0007117469795048237
87,0.0006269030272960663
88,0.0006170079577714205
89,0.0007217070087790489
90,0.0006163411308079958
91,0.000621881103143096
92,0.0007147009018808603
93,0.0006235390901565552
94,0.0006175448652356863
95,0.0007184438873082399
96,0.0006149699911475182
97,0.0006203688681125641
98,0.0007283319719135761
99,0.0006216049659997225
100,0.0006170901469886303
101,0.0007149199955165386
102,0.0006131560076028109
103,0.0006211588624864817
104,0.0007220390252768993
105,0.0006235300097614527
106,0.0006155748851597309
107,0.0007198930252343416
108,0.0006147860549390316
109,0.0006224969401955605
110,0.0007159288506954908
111,0.000621546059846878
112,0.0006175339221954346
113,0.0007226220332086086
114,0.0006144801154732704
115,0.000629577087238431
116,0.0007116519846022129
117,0.0006189730484038591
118,0.0006154750008136034
119,0.0007212790660560131
120,0.0006144321523606777
121,0.0006326441653072834
122,0.0007155900821089745
123,0.0006216189358383417
124,0.000615699915215373
125,0.0007169521413743496
126,0.000620516948401928
127,0.0006224708631634712
128,0.058547605061903596
129,0.0009021400474011898
130,0.0006498778238892555
131,0.0006417629774659872
132,0.0006207108963280916
133,0.0006332648918032646
134,0.0006114691495895386
135,0.000609138049185276
136,0.0006085981149226427
137,0.000609091017395258
138,0.0006094600539654493
139,0.0006207679398357868
140,0.0006098989397287369
141,0.0006085420027375221
142,0.0006103240884840488
143,0.0006095769349485636
144,0.000610623974353075
145,0.0006176528986543417
146,0.0006096800789237022
147,0.0006090670358389616
148,0.0006099629681557417
149,0.00060633709654212
150,0.0006095129065215588
151,0.0006174391601234674
152,0.0006101168692111969
153,0.0006127820815891027
154,0.0006087198853492737
155,0.0006085350178182125
156,0.0006093548145145178
157,0.00061657908372581
158,0.0006104859057813883
159,0.0006082309409976006
160,0.0006084810011088848
161,0.0006072721444070339
162,0.0006095950957387686
163,0.0006193979643285275
164,0.0006079089362174273
165,0.0006082411855459213
166,0.0006069971714168787
167,0.0006119809113442898
168,0.0006079638842493296
169,0.0006172000430524349
170,0.0006085049826651812
171,0.0006075461860746145
172,0.0006071249954402447
173,0.0006083929911255836
174,0.0006077210418879986
175,0.0006162049248814583
176,0.000609756913036108
177,0.0006076658610254526
178,0.0006102581974118948
179,0.0006080230232328176
180,0.0006085808854550123
181,0.0006183739751577377
182,0.0006097089499235153
183,0.0006098339799791574
184,0.0006098360754549503
185,0.0006081028841435909
186,0.0006083189509809017
187,0.0006173669826239347
188,0.0006085680797696114
189,0.0006075860001146793
190,0.0006088889203965664
191,0.0006084919441491365
192,0.060069549828767776
193,0.0010052660945802927
194,0.0006611300632357597
195,0.0006498319562524557
196,0.0007237379904836416
197,0.0006211809813976288
198,0.0006106470245867968
199,0.0007178739178925753
200,0.0006102330517023802
201,0.000612644013017416
202,0.0007059080526232719
203,0.0006103711202740669
204,0.0006103659979999065
205,0.0007191039621829987
206,0.0006100120954215527
207,0.0006104349158704281
208,0.0007066528778523207
209,0.0006102109327912331
210,0.0006115119904279709
211,0.0007139930967241526
212,0.0006121480837464333
213,0.0006107110530138016
214,0.0007075320463627577
215,0.0006101580802351236
216,0.000616955105215311
217,0.0007079809438437223
218,0.0006091641262173653
219,0.0006120330654084682
220,0.000707798870280385
221,0.0006112968549132347
222,0.0006188270635902882
223,0.0007125211413949728
224,0.0006087510846555233
225,0.0006112228147685528
226,0.0007065339013934135
227,0.0006107490044087172
228,0.000619914848357439
229,0.0007079581264406443
230,0.0006096439901739359
231,0.0006130670662969351
232,0.0007067511323839426
233,0.000620905077084899
234,0.0006103399209678173
235,0.0007075851317495108
236,0.0006088640075176954
237,0.0006104931235313416
238,0.0007081851363182068
239,0.0006182028446346521
240,0.0006107559893280268
241,0.0007040069904178381
242,0.0006086088251322508
243,0.0006147159729152918
244,0.0007072100415825844
245,0.0006187232211232185
246,0.0006108221132308245
247,0.0007105260156095028
248,0.0006098919548094273
249,0.0006816659588366747
250,0.0007748107891529799
251,0.0006056188140064478
252,0.0006058020517230034
253,0.0007047730032354593
254,0.0006072660908102989
255,0.0006057610735297203
256,0.05985896522179246
257,0.0009692960884422064
258,0.0007063290104269981
259,0.0006768659222871065
260,0.0006318120285868645
261,0.000628309091553092
262,0.0006290420424193144
263,0.0006173530127853155
264,0.0006158130709081888
265,0.0006145290099084377
266,0.000617126002907753
267,0.0006142258644104004
268,0.0006239039357751608
269,0.0006146319210529327
270,0.0006143569480627775
271,0.0006135508883744478
272,0.0006150559056550264
273,0.0006140710320323706
274,0.0006264129187911749
275,0.0006186990067362785
276,0.0006156549789011478
277,0.0006144831422716379
278,0.0006151988636702299
279,0.000614226795732975
280,0.0006245689000934362
281,0.0006147618405520916
282,0.0006151378620415926
283,0.0006136791780591011
284,0.000615851953625679
285,0.0006147699896246195
286,0.000624906038865447
287,0.0006135881412774324
288,0.0006144300568848848
289,0.0006137939635664225
290,0.0006182901561260223
291,0.0006134810391813517
292,0.000624374020844698
293,0.0006144891958683729
294,0.0006186279933899641
295,0.0006152011919766665
296,0.000616264995187521
297,0.000613091979175806
298,0.0006159530021250248
299,0.0006140219047665596
300,0.0006145008374005556
301,0.0006136700976639986
302,0.000612874049693346
303,0.0006133790593594313
304,0.0006165390368551016
305,0.0006144850049167871
306,0.0006144312210381031
307,0.0006144170183688402
308,0.0006168968975543976
309,0.000622183782979846
310,0.0006167970132082701
311,0.0006131089758127928
312,0.0006161679048091173
313,0.0006144060753285885
314,0.0006143399514257908
315,0.0006196759641170502
316,0.0006174878217279911
317,0.0006140968762338161
318,0.0006160608027130365
319,0.0006129259709268808
320,0.05993750994093716
321,0.0009079508017748594
322,0.0006524920463562012
323,0.0006404181476682425
324,0.0006240089423954487
325,0.000621928134933114
326,0.0006130749825388193
327,0.0006110749673098326
328,0.0006117131561040878
329,0.0006100460886955261
330,0.0006124589126557112
331,0.0006201840005815029
332,0.0006138700991868973
333,0.0006092991679906845
334,0.000611873809248209
335,0.0006138549651950598
336,0.0006110409740358591
337,0.0006191341672092676
338,0.0006126970984041691
339,0.0006088949739933014
340,0.0006120570469647646
341,0.0006101138424128294
342,0.0006122819613665342
343,0.0006184990052133799
344,0.0006120298057794571
345,0.0006094409618526697
346,0.0006127310916781425
347,0.0006096649449318647
348,0.0006112009286880493
349,0.0006165679078549147
350,0.0006135469302535057
351,0.0006107990629971027
352,0.0006144330836832523
353,0.0006112921983003616
354,0.0006129101384431124
355,0.0006188990082591772
356,0.0006129350513219833
357,0.000609594164416194
358,0.0006117860320955515
359,0.0006112339906394482
360,0.0006114740390330553
361,0.0006195008754730225
362,0.0006127681117504835
363,0.0006105040665715933
364,0.0006128370296210051
365,0.0006109231617301702
366,0.0006113739218562841
367,0.0006183839868754148
368,0.00061194715090096
369,0.0006081671454012394
370,0.0006111690308898687
371,0.0006084321066737175
372,0.0006125369109213352
373,0.0006179329939186573
374,0.0006128691602498293
375,0.0006083049811422825
376,0.0006096288561820984
377,0.0006095331627875566
378,0.0006133669521659613
379,0.0006178370676934719
380,0.0006105049978941679
381,0.0006084570195525885
382,0.0006113920826464891
383,0.0006084239576011896
384,0.05948520894162357
385,0.0010083820670843124
386,0.0006708519067615271
387,0.0006468410138040781
388,0.0007335289847105742
389,0.0006153390277177095
390,0.0006121848709881306
391,0.0007238369435071945
392,0.0006129259709268808
393,0.0006114770658314228
394,0.0007114598993211985
395,0.0006124828942120075
396,0.0006092221010476351
397,0.0007228378672152758
398,0.0006111108232289553
399,0.0006128919776529074
400,0.0007110240403562784
401,0.0006117268931120634
402,0.0006107978988438845
403,0.0007207589223980904
404,0.0006111599504947662
405,0.0006111650727689266
406,0.000713020795956254
407,0.0006115850992500782
408,0.0006388199981302023
409,0.0007373630069196224
410,0.0006350460462272167
411,0.0006097548175603151
412,0.0007076531182974577
413,0.0006125590298324823
414,0.0006535651627928019
415,0.0007437451276928186
416,0.0006108828820288181
417,0.0006094740238040686
418,0.0007111798040568829
419,0.0006186340469866991
420,0.0006108679808676243
421,0.0007133029866963625
422,0.0006122859194874763
423,0.0006124479696154594
424,0.0007109399884939194
425,0.0006203360389918089
426,0.0006095711141824722
427,0.0007107630372047424
428,0.0006108270026743412
429,0.000610915943980217
430,0.0007109029684215784
431,0.0006185160018503666
432,0.0006103611085563898
433,0.0007118880748748779
434,0.0006103899795562029
435,0.0006099899765104055
436,0.0007170750759541988
437,0.0006099480669945478
438,0.0006117168813943863
439,0.0007149989251047373
440,0.0006109201349318027
441,0.0006100158207118511
442,0.0007388179656118155
443,0.0006394891534000635
444,0.0006250368896871805
445,0.0007077869959175587
446,0.0006068830844014883
447,0.0006059859879314899
448,0.059894085163250566
449,0.0010648961178958416
450,0.0007121609523892403
