,Slowest end time,Training time,Training end time,Delay time (sec),Training stall time (sec),Training start time_gpu0,Training start time_gpu1,Training start time_gpu2,Training start time_gpu3,Pure training_gpu0,Pure training_gpu1,Pure training_gpu2,Pure training_gpu3,Training Stall time (sec)_gpu0,Training Stall time (sec)_gpu1,Training Stall time (sec)_gpu2,Training Stall time (sec)_gpu3
1,2021-09-01 19:48:55.108999757,9.778004,2021-09-01 19:48:56.372335000,0.3078859999999999,8.904674,2021-09-01 19:48:55.191641000,2021-09-01 19:48:55.499482000,2021-09-01 19:48:55.268586000,2021-09-01 19:48:55.280864000,0.8729139999999997,0.8728529999999992,0.8733299999999993,0.8723849999999995,8.596788,8.904674,8.673933,8.685712
2,2021-09-01 19:48:55.154000052,0.896029,2021-09-01 19:48:56.990329000,4.000000000000001e-06,6e-06,2021-09-01 19:48:55.781611000,2021-09-01 19:48:56.094582000,2021-09-01 19:48:56.095136000,2021-09-01 19:48:56.093251000,0.896023,0.8957470000000001,0.894275,0.89566,6e-06,2e-06,6e-06,2e-06
3,2021-09-01 19:48:58.295999747,2.219373,2021-09-01 19:48:59.486338000,1.345561,1.345563,2021-09-01 19:48:56.980967000,2021-09-01 19:48:56.988921000,2021-09-01 19:48:58.612528000,2021-09-01 19:48:56.990001000,0.872123,0.8724299999999998,0.87381,0.872717,6e-06,2e-06,1.345563,2e-06
4,2021-09-01 19:49:03.855999751,5.680703,2021-09-01 19:49:05.166935000,0.3465759999999998,4.805935,2021-09-01 19:49:03.945978000,2021-09-01 19:49:04.059359000,2021-09-01 19:49:03.968382000,2021-09-01 19:49:04.292639000,0.8745840000000005,0.8742210000000004,0.8747680000000004,0.8742960000000002,4.459359,4.572775,4.482008,4.805935
5,2021-09-01 19:49:04.351000264,0.894344,2021-09-01 19:49:05.784211000,4.000000000000001e-06,6e-06,2021-09-01 19:49:04.713004000,2021-09-01 19:49:04.670439000,2021-09-01 19:49:04.660043000,2021-09-01 19:49:04.890191000,0.894116,0.8943380000000001,0.893101,0.89402,6e-06,2e-06,6e-06,2e-06
6,2021-09-01 19:49:06.896999838,2.027143,2021-09-01 19:49:08.087355000,1.158374,1.158376,2021-09-01 19:49:05.776642000,2021-09-01 19:49:05.779927000,2021-09-01 19:49:07.218588000,2021-09-01 19:49:05.784146000,0.8671899999999999,0.8673289999999998,0.8687670000000001,0.867747,6e-06,3e-06,1.158376,2e-06
7,2021-09-01 19:49:12.754000030,5.907486,2021-09-01 19:49:13.994631000,0.23273799999999945,5.029221,2021-09-01 19:49:12.883781000,2021-09-01 19:49:12.966588000,2021-09-01 19:49:12.889661000,2021-09-01 19:49:13.116838000,0.8782649999999999,0.8778640000000006,0.8781140000000001,0.8777930000000005,4.796483,4.879281,4.80227,5.029221
8,2021-09-01 19:49:13.017999516,0.896637,2021-09-01 19:49:14.612243000,4.000000000000001e-06,6e-06,2021-09-01 19:49:13.477357000,2021-09-01 19:49:13.561645000,2021-09-01 19:49:13.565903000,2021-09-01 19:49:13.716040000,0.896553,0.8966310000000001,0.895139,0.8962030000000001,5e-06,3e-06,6e-06,2e-06
9,2021-09-01 19:49:16.732000410,3.037416,2021-09-01 19:49:17.927320000,2.169397,2.169399,2021-09-01 19:49:14.607849000,2021-09-01 19:49:14.607166000,2021-09-01 19:49:17.059303000,2021-09-01 19:49:14.613438000,0.8662830000000001,0.8665090000000002,0.868017,0.8668710000000002,6e-06,2e-06,2.169399,2e-06
10,2021-09-01 19:49:22.354000124,5.65289,2021-09-01 19:49:23.579847000,1.3308669999999996,4.782011,2021-09-01 19:49:21.771329000,2021-09-01 19:49:22.709515000,2021-09-01 19:49:21.378490000,2021-09-01 19:49:21.841841000,0.8705949999999998,0.8703320000000003,0.8708790000000004,0.8703219999999998,3.843838,4.782011,3.451144,3.914205
11,2021-09-01 19:49:22.061999584,0.896184,2021-09-01 19:49:24.199460000,4.000000000000001e-06,6e-06,2021-09-01 19:49:22.525215000,2021-09-01 19:49:23.296919000,2021-09-01 19:49:23.298538000,2021-09-01 19:49:23.303282000,0.8960300000000001,0.89536,0.895016,0.896178,6e-06,2e-06,6e-06,3e-06
12,2021-09-01 19:49:25.713999893,2.439152,2021-09-01 19:49:26.914446000,1.569254,1.569256,2021-09-01 19:49:24.191672000,2021-09-01 19:49:24.946003000,2021-09-01 19:49:26.044550000,2021-09-01 19:49:24.197968000,0.8687419999999999,0.8696219999999999,0.869896,0.868768,2e-06,0.470657,1.569256,1.1e-05
13,2021-09-01 19:49:31.599000491,5.884115,2021-09-01 19:49:32.798306000,1.6397119999999998,5.010037,2021-09-01 19:49:30.810964000,2021-09-01 19:49:31.924663000,2021-09-01 19:49:30.284795000,2021-09-01 19:49:30.922573000,0.8738710000000003,0.8736430000000004,0.8740780000000008,0.873564,3.896364,5.010037,3.370325,4.007851
14,2021-09-01 19:49:30.619000275,0.896625,2021-09-01 19:49:33.418413000,5e-06,6e-06,2021-09-01 19:49:31.401221000,2021-09-01 19:49:32.516163000,2021-09-01 19:49:32.517228000,2021-09-01 19:49:32.522051000,0.896619,0.896603,0.895174,0.8963620000000001,6e-06,1e-06,5e-06,2e-06
15,2021-09-01 19:49:34.274999701,1.777599,2021-09-01 19:49:35.471396000,0.9042880000000001,0.90429,2021-09-01 19:49:33.412654000,2021-09-01 19:49:33.470160000,2021-09-01 19:49:34.598087000,2021-09-01 19:49:33.418057000,0.8717010000000001,0.871883,0.8733089999999999,0.87222,6e-06,2e-06,0.90429,2e-06
16,2021-09-01 19:49:40.322999723,6.063602,2021-09-01 19:49:41.534753000,1.6626980000000002,5.186866,2021-09-01 19:49:39.642575000,2021-09-01 19:49:40.658461000,2021-09-01 19:49:38.995587000,2021-09-01 19:49:39.580182000,0.8764969999999996,0.8762919999999994,0.8767360000000002,0.876188,4.170991,5.186866,3.524168,4.108463
17,2021-09-01 19:49:39.628999671,0.897053,2021-09-01 19:49:42.153668000,4.000000000000001e-06,6e-06,2021-09-01 19:49:40.247843000,2021-09-01 19:49:41.248914000,2021-09-01 19:49:41.251774000,2021-09-01 19:49:41.257116000,0.897047,0.8969140000000001,0.895448,0.896552,6e-06,2e-06,5e-06,3e-06
18,2021-09-01 19:49:43.244999943,1.998386,2021-09-01 19:49:44.428894000,1.1253,1.125302,2021-09-01 19:49:42.146432000,2021-09-01 19:49:42.311437000,2021-09-01 19:49:43.555810000,2021-09-01 19:49:42.155279000,0.871365,0.87165,0.873084,0.872091,6e-06,2e-06,1.125302,2e-06
19,2021-09-01 19:49:49.255999606,6.041123,2021-09-01 19:49:50.469713000,1.381532,5.157571,2021-09-01 19:49:48.856528000,2021-09-01 19:49:49.586711000,2021-09-01 19:49:48.204959000,2021-09-01 19:49:48.519435000,0.8832019999999998,0.8830020000000003,0.8835519999999999,0.882987,4.42738,5.157571,3.776039,4.090178
20,2021-09-01 19:49:48.405999922,0.897796,2021-09-01 19:49:51.088563000,4.000000000000001e-06,6e-06,2021-09-01 19:49:49.446533000,2021-09-01 19:49:50.180099000,2021-09-01 19:49:50.183186000,2021-09-01 19:49:50.191256000,0.8977900000000001,0.8976700000000001,0.896235,0.8973070000000001,6e-06,2e-06,6e-06,2e-06
21,2021-09-01 19:49:51.985999551,1.810757,2021-09-01 19:49:53.177070000,0.942219,0.942221,2021-09-01 19:49:51.082509000,2021-09-01 19:49:51.083831000,2021-09-01 19:49:52.308534000,2021-09-01 19:49:51.089203000,0.8668640000000001,0.8671390000000001,0.868536,0.867515,5e-06,3e-06,0.942221,2e-06
