,Slowest end time,Training time,Training end time,Delay time (sec),Training stall time (sec),Training start time_gpu0,Training start time_gpu1,Training start time_gpu2,Training start time_gpu3,Pure training_gpu0,Pure training_gpu1,Pure training_gpu2,Pure training_gpu3,Training Stall time (sec)_gpu0,Training Stall time (sec)_gpu1,Training Stall time (sec)_gpu2,Training Stall time (sec)_gpu3
1,2021-09-01 19:48:55.108999757,9.778004,2021-09-01 19:48:55.499482009,0.3137939999999997,8.904674,2021-09-01 19:48:55.191641000,2021-09-01 19:48:55.499482000,2021-09-01 19:48:55.268586000,2021-09-01 19:48:55.280864000,0.8729139999999997,0.8728529999999992,0.8733299999999993,0.8723849999999995,8.59088,8.904674,8.668743,8.680818
2,2021-09-01 19:48:55.148650052,0.896025,2021-09-01 19:48:56.095136000,0.0,2e-06,2021-09-01 19:48:55.781611000,2021-09-01 19:48:56.094582000,2021-09-01 19:48:56.095136000,2021-09-01 19:48:56.093251000,0.896023,0.8957470000000001,0.894275,0.89566,2e-06,2e-06,2e-06,2e-06
3,2021-09-01 19:48:58.290920747,2.2142939999999998,2021-09-01 19:48:58.612528002,1.340482,1.340484,2021-09-01 19:48:56.980967000,2021-09-01 19:48:56.988921000,2021-09-01 19:48:58.612528000,2021-09-01 19:48:56.990001000,0.872123,0.8724299999999998,0.87381,0.872717,2e-06,2e-06,1.340484,2e-06
4,2021-09-01 19:49:03.765408751,5.590112,2021-09-01 19:49:04.292639005,0.4541430000000002,4.715344,2021-09-01 19:49:03.945978000,2021-09-01 19:49:04.059359000,2021-09-01 19:49:03.968382000,2021-09-01 19:49:04.292639000,0.8745840000000005,0.8742210000000004,0.8747680000000004,0.8742960000000002,4.429638,4.261201,4.482008,4.715344
5,2021-09-01 19:49:04.233000375,0.89434,2021-09-01 19:49:04.890191000,0.0,2e-06,2021-09-01 19:49:04.713004000,2021-09-01 19:49:04.670439000,2021-09-01 19:49:04.660043000,2021-09-01 19:49:04.890191000,0.894116,0.8943380000000001,0.893101,0.89402,2e-06,2e-06,2e-06,2e-06
6,2021-09-01 19:49:04.337274541,0.86877,2021-09-01 19:49:07.218588000,1.0000000000000002e-06,3e-06,2021-09-01 19:49:05.776642000,2021-09-01 19:49:05.779927000,2021-09-01 19:49:07.218588000,2021-09-01 19:49:05.784146000,0.8671899999999999,0.8673289999999998,0.8687670000000001,0.867747,2e-06,3e-06,2e-06,2e-06
7,2021-09-01 19:49:12.535999663,5.674748,2021-09-01 19:49:13.116838005,0.04336300000000026,4.796483,2021-09-01 19:49:12.883781000,2021-09-01 19:49:12.966588000,2021-09-01 19:49:12.889661000,2021-09-01 19:49:13.116838000,0.8782649999999999,0.8778640000000006,0.8781140000000001,0.8777930000000005,4.796483,4.771115,4.771179,4.75312
8,2021-09-01 19:49:12.403999682,0.896633,2021-09-01 19:49:13.716040000,0.0,2e-06,2021-09-01 19:49:13.477357000,2021-09-01 19:49:13.561645000,2021-09-01 19:49:13.565903000,2021-09-01 19:49:13.716040000,0.896553,0.8966310000000001,0.895139,0.8962030000000001,2e-06,2e-06,2e-06,2e-06
9,2021-09-01 19:49:13.597815410,0.868019,2021-09-01 19:49:17.059303000,0.0,2e-06,2021-09-01 19:49:14.607849000,2021-09-01 19:49:14.607166000,2021-09-01 19:49:17.059303000,2021-09-01 19:49:14.613438000,0.8662830000000001,0.8665090000000002,0.868017,0.8668710000000002,2e-06,2e-06,2e-06,2e-06
10,2021-09-01 19:49:22.203017124,5.501907,2021-09-01 19:49:22.709515005,1.1798839999999995,4.631028,2021-09-01 19:49:21.771329000,2021-09-01 19:49:22.709515000,2021-09-01 19:49:21.378490000,2021-09-01 19:49:21.841841000,0.8705949999999998,0.8703320000000003,0.8708790000000004,0.8703219999999998,3.7606249999999997,4.631028,3.451144,3.599895
11,2021-09-01 19:49:21.416270584,0.896181,2021-09-01 19:49:23.303282000,1.0000000000000002e-06,3e-06,2021-09-01 19:49:22.525215000,2021-09-01 19:49:23.296919000,2021-09-01 19:49:23.298538000,2021-09-01 19:49:23.303282000,0.8960300000000001,0.89536,0.895016,0.896178,2e-06,2e-06,2e-06,3e-06
12,2021-09-01 19:49:24.624999666,1.3405529999999999,2021-09-01 19:49:26.044550001,0.470655,0.470657,2021-09-01 19:49:24.191672000,2021-09-01 19:49:24.946003000,2021-09-01 19:49:26.044550000,2021-09-01 19:49:24.197968000,0.8687419999999999,0.8696219999999999,0.869896,0.868768,2e-06,0.470657,2e-06,2e-06
13,2021-09-01 19:49:30.283739491,4.568854,2021-09-01 19:49:31.924663004,0.3244509999999998,3.6947759999999996,2021-09-01 19:49:30.810964000,2021-09-01 19:49:31.924663000,2021-09-01 19:49:30.284795000,2021-09-01 19:49:30.922573000,0.8738710000000003,0.8736430000000004,0.8740780000000008,0.873564,3.5078560000000003,3.6947759999999996,3.370325,3.5738469999999998
14,2021-09-01 19:49:30.163999598,0.896621,2021-09-01 19:49:32.522051000,0.0,2e-06,2021-09-01 19:49:31.401221000,2021-09-01 19:49:32.516163000,2021-09-01 19:49:32.517228000,2021-09-01 19:49:32.522051000,0.896619,0.896603,0.895174,0.8963620000000001,2e-06,2e-06,2e-06,2e-06
15,2021-09-01 19:49:30.718819517,0.8733149999999998,2021-09-01 19:49:34.598087000,4.000000000000001e-06,6e-06,2021-09-01 19:49:33.412654000,2021-09-01 19:49:33.470160000,2021-09-01 19:49:34.598087000,2021-09-01 19:49:33.418057000,0.8717010000000001,0.871883,0.8733089999999999,0.87222,6e-06,2e-06,2e-06,2e-06
16,2021-09-01 19:49:38.767471449,4.510198,2021-09-01 19:49:40.658461004,0.16427199999999953,3.6334619999999997,2021-09-01 19:49:39.642575000,2021-09-01 19:49:40.658461000,2021-09-01 19:49:38.995587000,2021-09-01 19:49:39.580182000,0.8764969999999996,0.8762919999999994,0.8767360000000002,0.876188,3.6334619999999997,3.5300290000000003,3.524168,3.46919
17,2021-09-01 19:49:39.230328948,0.8970520000000001,2021-09-01 19:49:41.257116000,3.0000000000000005e-06,5e-06,2021-09-01 19:49:40.247843000,2021-09-01 19:49:41.248914000,2021-09-01 19:49:41.251774000,2021-09-01 19:49:41.257116000,0.897047,0.8969140000000001,0.895448,0.896552,2e-06,2e-06,5e-06,2e-06
18,2021-09-01 19:49:39.829929210,0.8730899999999999,2021-09-01 19:49:43.555810000,4.000000000000001e-06,6e-06,2021-09-01 19:49:42.146432000,2021-09-01 19:49:42.311437000,2021-09-01 19:49:43.555810000,2021-09-01 19:49:42.155279000,0.871365,0.87165,0.873084,0.872091,6e-06,2e-06,2e-06,2e-06
19,2021-09-01 19:49:47.885000116,4.683053,2021-09-01 19:49:49.586711004,0.29512300000000025,3.7995010000000002,2021-09-01 19:49:48.856528000,2021-09-01 19:49:49.586711000,2021-09-01 19:49:48.204959000,2021-09-01 19:49:48.519435000,0.8832019999999998,0.8830020000000003,0.8835519999999999,0.882987,3.7995010000000002,3.504378,3.776039,3.5071879999999998
20,2021-09-01 19:49:48.003000013,0.897796,2021-09-01 19:49:50.191256000,4.000000000000001e-06,6e-06,2021-09-01 19:49:49.446533000,2021-09-01 19:49:50.180099000,2021-09-01 19:49:50.183186000,2021-09-01 19:49:50.191256000,0.8977900000000001,0.8976700000000001,0.896235,0.8973070000000001,2e-06,2e-06,6e-06,2e-06
21,2021-09-01 19:49:48.466575551,0.868541,2021-09-01 19:49:52.308534000,3.0000000000000005e-06,5e-06,2021-09-01 19:49:51.082509000,2021-09-01 19:49:51.083831000,2021-09-01 19:49:52.308534000,2021-09-01 19:49:51.089203000,0.8668640000000001,0.8671390000000001,0.868536,0.867515,5e-06,2e-06,2e-06,2e-06
22,2021-09-01 19:49:56.945335465,4.9862329999999995,2021-09-01 19:49:58.657880004,0.2770199999999994,4.107317999999999,2021-09-01 19:49:57.863179000,2021-09-01 19:49:58.657880000,2021-09-01 19:49:57.007394000,2021-09-01 19:49:57.474491000,0.8786079999999998,0.8783719999999997,0.8789150000000001,0.878361,4.107317999999999,4.095942,3.830298,3.988608
23,2021-09-01 19:49:57.050746119,0.895518,2021-09-01 19:49:59.258911000,0.0,2e-06,2021-09-01 19:49:58.453002000,2021-09-01 19:49:59.251429000,2021-09-01 19:49:59.253403000,2021-09-01 19:49:59.258911000,0.8955160000000001,0.895464,0.894001,0.894997,2e-06,2e-06,2e-06,2e-06
24,2021-09-01 19:49:57.351000421,0.870055,2021-09-01 19:50:01.166543000,4.000000000000001e-06,6e-06,2021-09-01 19:50:00.147098000,2021-09-01 19:50:00.147239000,2021-09-01 19:50:01.166543000,2021-09-01 19:50:00.153722000,0.868493,0.868727,0.8700490000000001,0.8691470000000001,6e-06,2e-06,2e-06,2e-06
25,2021-09-01 19:50:05.997436394,5.276490999999999,2021-09-01 19:50:07.646149005,0.4748839999999994,4.401996,2021-09-01 19:50:07.299432000,2021-09-01 19:50:07.646149000,2021-09-01 19:50:05.963728000,2021-09-01 19:50:06.715361000,0.8741619999999992,0.8737199999999996,0.8744949999999996,0.8738999999999999,4.401996,3.9479290000000002,3.927112,4.2746770000000005
26,2021-09-01 19:50:05.783448899,0.896946,2021-09-01 19:50:08.245021000,4.000000000000001e-06,6e-06,2021-09-01 19:50:07.889671000,2021-09-01 19:50:08.239507000,2021-09-01 19:50:08.242755000,2021-09-01 19:50:08.245021000,0.8968060000000001,0.8969400000000001,0.895263,0.8963890000000001,2e-06,2e-06,6e-06,2e-06
27,2021-09-01 19:50:06.245832369,0.871772,2021-09-01 19:50:10.045665000,4.000000000000001e-06,6e-06,2021-09-01 19:50:09.134741000,2021-09-01 19:50:09.133944000,2021-09-01 19:50:10.045665000,2021-09-01 19:50:09.139785000,0.870099,0.870369,0.871766,0.8707860000000001,6e-06,2e-06,2e-06,2e-06
28,2021-09-01 19:50:14.578162556,4.866465,2021-09-01 19:50:16.411543004,0.17370299999999927,3.9865299999999997,2021-09-01 19:50:16.117025000,2021-09-01 19:50:16.411543000,2021-09-01 19:50:14.867327000,2021-09-01 19:50:15.591714000,0.8795909999999996,0.879353,0.8799349999999997,0.8793099999999994,3.9865299999999997,3.8128270000000004,3.949872,3.9460800000000003
29,2021-09-01 19:50:14.433705767,0.895392,2021-09-01 19:50:17.012506000,4.000000000000001e-06,6e-06,2021-09-01 19:50:16.710109000,2021-09-01 19:50:17.003435000,2021-09-01 19:50:17.007850000,2021-09-01 19:50:17.012506000,0.8953650000000001,0.895386,0.893785,0.8949560000000001,2e-06,2e-06,6e-06,2e-06
