,Epoch,Index number,Iteration time (sec),Training Stall time (sec)_gpu0,Training Stall time (sec)_gpu1,Training Stall time (sec)_gpu2,Training Stall time (sec)_gpu3,Training stall time (sec),Delay time (sec),Batch fetch time diff (sec),Batch fetch start time diff (sec)
0,1,0,9.778004,8.59088,8.904674,8.668743,8.680818,8.904674,0.3137939999999997,0.29918999737128615,0.0
1,1,1,0.896025,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.22664973977953196,0.0
2,1,2,2.2142939999999998,2e-06,2e-06,1.340484,2e-06,1.340484,1.340482,3.5079204691573977,0.0
3,1,3,5.590112,4.429638,4.261201,4.482008,4.715344,4.715344,0.4541430000000002,0.3659827755764127,0.0
4,1,4,0.89434,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.6024262723512948,0.0
5,1,5,0.86877,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.9369737030938268,0.0
6,1,6,5.674748,4.796483,4.771115,4.771179,4.75312,4.796483,0.04336300000000026,0.10409029899165034,0.0
7,1,7,0.896633,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.17739588720723987,0.0
8,1,8,0.868019,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,1.340338620822875,0.0
9,1,9,5.501907,3.7606249999999997,4.631028,3.451144,3.599895,4.631028,1.1798839999999995,1.141017000656575,0.0
10,1,10,0.896181,2e-06,2e-06,2e-06,3e-06,3e-06,1.0000000000000002e-06,0.053048246540129185,0.0
11,1,11,1.3405529999999999,2e-06,0.470657,2e-06,2e-06,0.470657,0.470655,3.291279552038759,0.0
12,1,12,4.568854,3.5078560000000003,3.6947759999999996,3.370325,3.5738469999999998,3.6947759999999996,0.3244509999999998,0.3287398791871965,0.0
13,1,13,0.896621,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.23205911926925182,0.0
14,1,14,0.8733149999999998,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.2025958406738937,0.0
15,1,15,4.510198,3.6334619999999997,3.5300290000000003,3.524168,3.46919,3.6334619999999997,0.16427199999999953,0.14674467965960503,0.0
16,1,16,0.8970520000000001,2e-06,2e-06,5e-06,2e-06,5e-06,3.0000000000000005e-06,0.20632899180054665,0.0
17,1,17,0.8730899999999999,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.2563496148213744,0.0
18,1,18,4.683053,3.7995010000000002,3.504378,3.776039,3.5071879999999998,3.7995010000000002,0.29512300000000025,0.2869904604740441,0.0
19,1,19,0.897796,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.2592989890836179,0.0
20,1,20,0.868541,5e-06,2e-06,2e-06,2e-06,5e-06,3.0000000000000005e-06,0.07240772480145097,0.0
21,1,21,4.9862329999999995,4.107317999999999,4.095942,3.830298,3.988608,4.107317999999999,0.2770199999999994,0.2623359179124236,0.0
22,1,22,0.895518,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.3364893631078303,0.0
23,1,23,0.870055,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.1175282159820199,0.0
24,1,24,5.276490999999999,4.401996,3.9479290000000002,3.927112,4.2746770000000005,4.401996,0.4748839999999994,0.35143650230020285,0.0
25,1,25,0.896946,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.26744904182851315,0.0
26,1,26,0.871772,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.26147515000775456,0.0
27,1,27,4.866465,3.9865299999999997,3.8128270000000004,3.949872,3.9460800000000003,3.9865299999999997,0.17370299999999927,0.20516209490597248,0.0
28,1,28,0.895392,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.21360877016559243,0.0
29,1,29,0.872255,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.10814049560576677,0.0
30,1,30,4.920127999999999,4.045233,3.8947070000000004,3.927333,3.92756,4.045233,0.15052599999999927,0.13008575467392802,0.0
31,1,31,0.896693,2e-06,2e-06,5e-06,2e-06,5e-06,3.0000000000000005e-06,0.16414174484089017,0.0
32,1,32,0.8687309999999999,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,0.04367939010262489,0.0
33,1,33,4.9501029999999995,4.07051,4.000194,3.901,3.9470419999999997,4.07051,0.16950999999999983,0.15966369258239865,0.0
34,1,34,0.896989,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.4870143192820251,0.0
35,1,35,0.874205,6e-06,2e-06,2e-06,2e-06,6e-06,4.000000000000001e-06,3.192852199077606,0.0
36,1,36,5.089199000000001,4.196709,4.139497,4.00013,3.912429,4.196709,0.2842800000000003,0.24578736769035459,0.0
37,1,37,0.894522,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.12695332244038582,0.0
38,1,38,0.875001,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.21690426766872406,0.0
39,1,39,5.201223000000001,4.187935,4.2576529999999995,4.324544,4.132836,4.324544,0.1917080000000002,0.17667755065485835,0.0
40,1,40,0.895078,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.5156221729703248,0.0
41,1,41,0.895888,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.29312835866585374,0.0
42,1,42,5.237178,4.29286,4.362045,4.339635,4.242436,4.362045,0.11960900000000052,0.12331180972978473,0.0
43,1,43,0.896451,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.774461573921144,0.0
44,1,44,0.992806,2e-06,0.123989,2e-06,2e-06,0.123989,0.123987,2.01301087299362,0.0
45,1,45,5.447539,4.576188,4.255143,4.215173,4.547391999999999,4.576188,0.3610150000000001,0.3636742001399398,0.0
46,1,46,0.897827,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.2073606988415122,0.0
47,1,47,0.8726809999999999,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.4103113221935928,0.0
48,1,48,5.393305000000001,4.5191230000000004,4.0420549999999995,4.024024,3.8800469999999994,4.5191230000000004,0.6390760000000011,0.6316717369481921,0.0
49,1,49,0.898443,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.35355738876387477,0.0
50,1,50,0.897479,2e-06,2e-06,2e-06,3e-06,3e-06,1.0000000000000002e-06,0.611963092815131,0.0
51,1,51,5.087308,3.7562640000000003,3.7282079999999995,3.698593,4.214543000000001,4.214543000000001,0.515950000000001,0.516400036867708,0.0
52,1,52,0.894327,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.2569341347552836,0.0
53,1,53,0.892564,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.19675844768062234,0.0
54,1,54,5.621331999999999,3.594417,3.2628710000000005,3.325769,4.747904999999999,4.747904999999999,1.4850339999999989,1.4713264247402549,0.0
55,1,55,0.896577,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.33007768960669637,0.0
56,1,56,0.895265,2e-06,2e-06,2e-06,3e-06,3e-06,1.0000000000000002e-06,0.21475354908034205,0.0
57,1,57,4.5407150000000005,3.670542,3.3930650000000004,3.413229,3.4475230000000003,3.670542,0.27747699999999975,0.2603185432963073,0.0
58,1,58,0.8972289999999999,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.20228548673912883,0.0
59,1,59,0.895048,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.6467095324769616,0.0
60,1,60,4.760762,3.886865,3.386763,3.157339,3.323489,3.886865,0.7295259999999999,0.6751635950058699,0.0
61,1,61,0.896636,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.07513417163863778,0.0
62,1,62,0.894729,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.18113640090450644,0.0
63,1,63,3.6583330000000003,2.78696,2.7734560000000004,2.684422,2.473822,2.78696,0.3131379999999999,0.34183167247101665,0.0
64,1,64,0.896107,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.07767858821898699,0.0
65,1,65,0.892044,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.3576660640537739,0.0
66,1,66,3.672264,2.7952310000000002,2.6039950000000003,2.490854,2.479882,2.7952310000000002,0.3153490000000003,0.3239811370149255,0.0
67,1,67,0.8960130000000001,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.2783238673582673,0.0
68,1,68,0.896131,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.3340844130143523,0.0
69,1,69,3.224622,2.154928,2.240452,2.258897,2.3519360000000002,2.3519360000000002,0.1970080000000003,0.2186294049024582,0.0
70,1,70,0.897779,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.15750629222020507,0.0
71,1,71,0.892163,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,1.1289315838366747,0.0
72,1,72,5.989996,2.174652,5.119006,1.964998,2.210582,5.119006,3.1540079999999997,3.085057253949344,0.0
73,1,73,0.898562,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.5287107513286156,0.0
74,1,74,0.896467,2e-06,2e-06,2e-06,3e-06,3e-06,1.0000000000000002e-06,0.34619940631091595,0.0
75,1,75,2.0083090000000006,1.137212,0.9862989999999998,0.938221,1.099396,1.137212,0.19899099999999992,0.17317463969811797,0.0
76,1,76,0.894288,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.2460215948522091,0.0
77,1,77,0.893528,2e-06,2e-06,2e-06,3e-06,3e-06,1.0000000000000002e-06,0.4781984928995371,0.0
78,1,78,2.1415699999999998,1.265866,1.1431750000000003,0.922029,1.16993,1.265866,0.34383699999999995,0.34401613799855113,0.0
79,1,79,0.893796,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.17700892826542258,0.0
80,1,80,0.894477,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.15510600712150335,0.0
81,1,81,1.6472919999999998,0.7020409999999995,0.6060419999999995,0.770915,0.5794389999999998,0.770915,0.1914760000000002,0.2041820017620921,0.0
82,1,82,0.901073,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.21031676093116403,0.0
83,1,83,0.895079,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.3530340059660375,0.0
84,1,84,2.221996,1.245653,0.9888969999999997,1.094616,1.3385509999999998,1.3385509999999998,0.34965400000000013,0.3666814463213086,0.0
85,1,85,0.895184,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.42454579984769225,0.0
86,1,86,0.895144,2e-06,2e-06,5e-06,2e-06,5e-06,3.0000000000000005e-06,0.5465422673150897,0.0
87,1,87,1.9865789999999999,1.0846789999999995,1.1105460000000003,1.042659,0.873577,1.1105460000000003,0.2369690000000002,0.23244860395789146,0.0
88,1,88,0.896226,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.05732339154928923,0.0
89,1,89,0.893669,2e-06,1e-06,2e-06,2e-06,2e-06,1e-06,0.6435306780040264,0.0
90,1,90,2.132516,0.8646520000000004,0.811687,1.250221,0.9435449999999999,1.250221,0.438534,0.4697863827459514,0.0
91,1,91,0.894761,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.07788437278941274,0.0
92,1,92,0.894278,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.314818034414202,0.0
93,1,93,2.5460739999999995,1.567266,1.5884520000000002,1.554674,1.6710359999999995,1.6710359999999995,0.11636199999999963,0.20891123265028,0.0
94,1,94,0.898227,2e-06,3e-06,2e-06,2e-06,3e-06,1.0000000000000002e-06,0.1563802449963987,0.0
95,1,95,0.892919,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.3478939402848482,0.0
96,1,96,2.1976890000000004,1.2708810000000001,1.31473,1.203942,1.0964040000000002,1.31473,0.2183259999999998,0.21900684013962746,0.0
97,1,97,0.897501,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.8153010620735603,0.0
98,1,98,0.895815,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.13500835746526718,0.0
99,1,99,2.229254,1.3548419999999997,1.2386799999999996,1.200886,1.280341,1.3548419999999997,0.15395599999999976,0.1333927372470498,0.0
100,1,100,0.898888,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.094016891438514,0.0
101,1,101,0.896397,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.4148005433380604,0.0
102,1,102,2.3879989999999993,1.3269929999999999,1.4039549999999998,1.224651,1.5104469999999997,1.5104469999999997,0.2857959999999997,0.3010442410595715,0.0
103,1,103,0.896705,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.33248643577098846,0.0
104,1,104,0.897261,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.15742431534454226,0.0
105,1,105,2.042427,1.1047120000000001,1.1626159999999999,0.927939,1.038779,1.1626159999999999,0.2346769999999999,0.2335255853831768,0.0
106,1,106,0.896718,2e-06,1e-06,2e-06,2e-06,2e-06,1e-06,0.40708073088899077,0.0
107,1,107,0.89665,2e-06,2e-06,6e-06,2e-06,6e-06,4.000000000000001e-06,0.7372565530240536,0.0
108,1,108,2.061694,1.1426409999999994,1.1852260000000001,0.942937,0.9346489999999998,1.1852260000000001,0.25057700000000027,0.2112610638141632,0.0
