,Slowest end time,Training end time,Delay time (sec),Training stall time (sec),Training Stall time (sec)_gpu0,Training Stall time (sec)_gpu1,Training Stall time (sec)_gpu2,Training Stall time (sec)_gpu3
19,2021-08-19 14:47:39.898322,2021-08-19 14:47:40.808622,0.4187320000000003,4.0311,3.612368,4.0311,3.763515,3.466496
20,2021-08-19 14:47:39.899892,2021-08-19 14:47:41.718922,0,0,0,0,0,0
21,2021-08-19 14:47:43.604789,2021-08-19 14:47:44.515089,1.885867,1.885867,0,0,1.885867,0
22,2021-08-19 14:47:49.207567,2021-08-19 14:47:50.117867,0.5327550000000008,4.692478,4.159723,4.692478,3.879911,3.763554
23,2021-08-19 14:47:48.785607,2021-08-19 14:47:51.028167,0,0,0,0,0,0
24,2021-08-19 14:47:52.414345,2021-08-19 14:47:53.324645,1.386178,1.386178,0,0,1.386178,0
25,2021-08-19 14:47:59.409010,2021-08-19 14:48:00.319310,0.0,6.084365,6.084365,4.388439,3.969848,3.815184
26,2021-08-19 14:47:57.829287,2021-08-19 14:48:01.229610,0,0,0,0,0,0
27,2021-08-19 14:48:01.206896,2021-08-19 14:48:02.139910,0,0,0,0,0,0
28,2021-08-19 14:48:08.282791,2021-08-19 14:48:09.193091,0.0,6.142881,6.142881,4.336403,4.042562,3.772837
29,2021-08-19 14:48:06.919113,2021-08-19 14:48:10.103391,0,0,0,0,0,0
30,2021-08-19 14:48:09.869105,2021-08-19 14:48:11.013691,0,0,0,0,0,0
31,2021-08-19 14:48:17.157742,2021-08-19 14:48:18.068042,0.0,6.144051,6.144051,4.277862,3.784996,3.602832
32,2021-08-19 14:48:22.235494,2021-08-19 14:48:23.145794,4.167452,4.167452,0,0,4.167452,0
33,2021-08-19 14:48:18.485746,2021-08-19 14:48:24.056094,0,0,0,0,0,0
34,2021-08-19 14:48:25.894319,2021-08-19 14:48:26.804619,0.0,1.838225,1.838225,0.262424,0,0
35,2021-08-19 14:48:31.390405,2021-08-19 14:48:32.300705,4.585786,4.585786,0,0,4.585786,0
36,2021-08-19 14:48:27.554387,2021-08-19 14:48:33.211005,0,0,0,0,0,0
37,2021-08-19 14:48:34.968174,2021-08-19 14:48:35.878474,0.0,1.757169,1.757169,0.144459,0,0
38,2021-08-19 14:48:40.201346,2021-08-19 14:48:41.111646,4.322872,4.322872,0,0,4.322872,0
39,2021-08-19 14:48:36.241420,2021-08-19 14:48:42.021946,0,0,0,0,0,0
40,2021-08-19 14:48:43.733614,2021-08-19 14:48:44.643914,0.0,1.711668,1.711668,0.388119,0,0
41,2021-08-19 14:48:53.332426,2021-08-19 14:48:54.242726,8.688512,8.688512,0,0,8.688512,0
42,2021-08-19 14:48:45.206349,2021-08-19 14:48:55.153026,0,0,0,0,0,0
43,2021-08-19 14:48:52.268248,2021-08-19 14:48:56.063326,0,0,0,0,0,0
44,2021-08-19 14:49:02.127422,2021-08-19 14:49:03.037722,6.064096,6.064096,0,0,6.064096,0
45,2021-08-19 14:48:53.796417,2021-08-19 14:49:03.948022,0,0,0,0,0,0
46,2021-08-19 14:49:01.599152,2021-08-19 14:49:04.858322,0,0,0,0,0,0
47,2021-08-19 14:49:11.216675,2021-08-19 14:49:12.126975,6.358353,6.358353,0,0,6.358353,0
48,2021-08-19 14:49:04.806208,2021-08-19 14:49:13.037275,0,0,0,0,0,0
49,2021-08-19 14:49:10.866300,2021-08-19 14:49:13.947575,0,0,0,0,0,0
50,2021-08-19 14:49:20.416160,2021-08-19 14:49:21.326460,6.468585,6.468585,0,0,6.468585,0
51,2021-08-19 14:49:13.662258,2021-08-19 14:49:22.236760,0,0,0,0,0,0
52,2021-08-19 14:49:19.848750,2021-08-19 14:49:23.147060,0,0,0,0,0,0
53,2021-08-19 14:49:29.363300,2021-08-19 14:49:30.273600,6.21624,6.21624,0,0,6.21624,0
54,2021-08-19 14:49:22.624906,2021-08-19 14:49:31.183900,0,0,0,0,0,0
55,2021-08-19 14:49:28.966087,2021-08-19 14:49:32.094200,0,0,0,0,0,0
56,2021-08-19 14:49:38.509496,2021-08-19 14:49:39.419796,6.415296,6.415296,0,0,6.415296,0
57,2021-08-19 14:49:31.445580,2021-08-19 14:49:40.330096,0,0,0,0,0,0
58,2021-08-19 14:49:38.097431,2021-08-19 14:49:41.240396,0,0,0,0,0,0
59,2021-08-19 14:49:49.064372,2021-08-19 14:49:49.974672,7.823976,7.823976,0,0,7.823976,0
60,2021-08-19 14:49:40.472764,2021-08-19 14:49:50.884972,0,0,0,0,0,0
61,2021-08-19 14:49:47.813225,2021-08-19 14:49:51.795272,0,0,0,0,0,0
62,2021-08-19 14:49:58.079027,2021-08-19 14:49:58.989327,6.283755,6.283755,0,0,6.283755,0
63,2021-08-19 14:49:50.300926,2021-08-19 14:49:59.899627,0,0,0,0,0,0
64,2021-08-19 14:49:56.921550,2021-08-19 14:50:00.809927,0,0,0,0,0,0
65,2021-08-19 14:50:07.048384,2021-08-19 14:50:07.958684,6.238457,6.238457,0,2.105489,6.238457,0
66,2021-08-19 14:50:03.754094,2021-08-19 14:50:08.868984,0,0,0,0,0,0
67,2021-08-19 14:50:05.604504,2021-08-19 14:50:09.779284,0,0,0,0,0,0
68,2021-08-19 14:50:15.669932,2021-08-19 14:50:16.580232,5.890648,5.890648,0,2.319271,5.890648,0
69,2021-08-19 14:50:12.660810,2021-08-19 14:50:17.490532,0,0,0,0,0,0
70,2021-08-19 14:50:14.691889,2021-08-19 14:50:18.400832,0,0,0,0,0,0
71,2021-08-19 14:50:24.564957,2021-08-19 14:50:25.475257,6.164125,6.164125,0,2.844665,6.164125,0
72,2021-08-19 14:50:22.052598,2021-08-19 14:50:26.385557,0,0,0,0,0,0
73,2021-08-19 14:50:23.638179,2021-08-19 14:50:27.295857,0,0,0,0,0,0
74,2021-08-19 14:50:33.422036,2021-08-19 14:50:34.332336,6.126179,6.126179,0,2.752797,6.126179,0
75,2021-08-19 14:50:31.174699,2021-08-19 14:50:35.242636,0,0,0,0,0,0
76,2021-08-19 14:50:32.608763,2021-08-19 14:50:36.152936,0,0,0,0,0,0
77,2021-08-19 14:50:42.318299,2021-08-19 14:50:43.228599,6.165363,6.165363,0,5.647641,6.165363,0
78,2021-08-19 14:50:40.651107,2021-08-19 14:50:44.138899,0,0,0,0,0,0
79,2021-08-19 14:50:41.894575,2021-08-19 14:50:45.049199,0,0,0,0,0,0
80,2021-08-19 14:50:59.699036,2021-08-19 14:51:00.609336,14.649837,14.649837,0,5.521788,14.649837,0
81,2021-08-19 14:50:49.651426,2021-08-19 14:51:01.519636,0,0,0,0,0,0
82,2021-08-19 14:50:50.504106,2021-08-19 14:51:02.429936,0,0,0,0,0,0
83,2021-08-19 14:51:07.707322,2021-08-19 14:51:08.617622,5.277386,5.277386,0,0,5.277386,0
84,2021-08-19 14:50:58.656131,2021-08-19 14:51:09.527922,0,0,0,0,0,0
85,2021-08-19 14:50:59.082116,2021-08-19 14:51:10.438222,0,0,0,0,0,0
86,2021-08-19 14:51:16.887331,2021-08-19 14:51:17.797631,6.449109,6.449109,0,0,6.449109,0
87,2021-08-19 14:51:10.977225,2021-08-19 14:51:18.707931,0,0,0,0,0,0
88,2021-08-19 14:51:11.591546,2021-08-19 14:51:19.618231,0,0,0,0,0,0
89,2021-08-19 14:51:25.597357,2021-08-19 14:51:26.507657,5.979126,5.979126,0,0,5.979126,0
90,2021-08-19 14:51:19.830378,2021-08-19 14:51:27.417957,0,0,0,0,0,0
91,2021-08-19 14:51:20.762034,2021-08-19 14:51:28.328257,0,0,0,0,0,0
92,2021-08-19 14:51:34.652626,2021-08-19 14:51:35.562926,6.324369,6.324369,0,0,6.324369,0
93,2021-08-19 14:51:28.853044,2021-08-19 14:51:36.473226,0,0,0,0,0,0
94,2021-08-19 14:51:29.937172,2021-08-19 14:51:37.383526,0,0,0,0,0,0
95,2021-08-19 14:51:43.644078,2021-08-19 14:51:44.554378,6.260552,6.260552,0,0,6.260552,0
96,2021-08-19 14:51:38.376587,2021-08-19 14:51:45.464678,0,0,0,0,0,0
97,2021-08-19 14:51:41.543968,2021-08-19 14:51:46.374978,0,0,0,0,0,0
98,2021-08-19 14:51:53.105626,2021-08-19 14:51:54.015926,6.730648,6.730648,0,0,6.730648,0
99,2021-08-19 14:51:47.453047,2021-08-19 14:51:54.926226,0,0,0,0,0,0
100,2021-08-19 14:51:50.402560,2021-08-19 14:51:55.836526,0,0,0,0,0,0
101,2021-08-19 14:52:02.270979,2021-08-19 14:52:03.181279,6.434453,6.434453,0,0,6.434453,0
102,2021-08-19 14:51:56.942581,2021-08-19 14:52:04.091579,0,0,0,0,0,0
103,2021-08-19 14:51:59.467395,2021-08-19 14:52:05.001879,0,0,0,0,0,0
104,2021-08-19 14:52:11.394928,2021-08-19 14:52:12.305228,6.393049,6.393049,0,0,6.393049,0
105,2021-08-19 14:52:05.811840,2021-08-19 14:52:13.215528,0,0,0,0,0,0
106,2021-08-19 14:52:08.507495,2021-08-19 14:52:14.125828,0,0,0,0,0,0
107,2021-08-19 14:52:20.279624,2021-08-19 14:52:21.189924,6.153796,6.153796,0,0,6.153796,0
108,2021-08-19 14:52:14.554277,2021-08-19 14:52:22.100224,0,0,0,0,0,0
109,2021-08-19 14:52:17.435335,2021-08-19 14:52:23.010524,0,0,0,0,0,0
110,2021-08-19 14:52:29.541193,2021-08-19 14:52:30.451493,6.530669,6.530669,0,0,6.530669,0
111,2021-08-19 14:52:23.175012,2021-08-19 14:52:31.361793,0,0,0,0,0,0
112,2021-08-19 14:52:26.387121,2021-08-19 14:52:32.272093,0,0,0,0,0,0
113,2021-08-19 14:52:38.483219,2021-08-19 14:52:39.393519,6.211126,6.211126,0,0,6.211126,0
114,2021-08-19 14:52:32.191778,2021-08-19 14:52:40.303819,0,0,0,0,0,0
115,2021-08-19 14:52:35.808429,2021-08-19 14:52:41.214119,0,0,0,0,0,0
116,2021-08-19 14:52:49.690554,2021-08-19 14:52:50.600854,8.476435,8.476435,0,0,8.476435,0
117,2021-08-19 14:52:41.128405,2021-08-19 14:52:51.511154,0,0,0,0,0,0
118,2021-08-19 14:52:45.176962,2021-08-19 14:52:52.421454,0,0,0,0,0,0
119,2021-08-19 14:53:04.434851,2021-08-19 14:53:05.345151,0.0,12.013397,12.013397,0,5.339584,0
120,2021-08-19 14:52:49.980022,2021-08-19 14:53:06.255451,0,0,0,0,0,0
121,2021-08-19 14:52:53.662634,2021-08-19 14:53:07.165751,0,0,0,0,0,0
122,2021-08-19 14:53:13.235481,2021-08-19 14:53:14.145781,0.0,6.06973,6.06973,0,0.768697,0
123,2021-08-19 14:53:06.815433,2021-08-19 14:53:15.056081,0,0,0,0,0,0
124,2021-08-19 14:53:02.247815,2021-08-19 14:53:15.966381,0,0,0,0,0,0
125,2021-08-19 14:53:22.205579,2021-08-19 14:53:23.115879,0.0,6.239198,6.239198,0,0.753157,0
126,2021-08-19 14:53:15.626012,2021-08-19 14:53:24.026179,0,0,0,0,0,0
127,2021-08-19 14:53:16.267753,2021-08-19 14:53:24.936479,0,0,0,0,0,0
128,2021-08-19 14:53:31.197803,2021-08-19 14:53:32.108103,0.0,6.261324,6.261324,0,0.508958,0
129,2021-08-19 14:53:24.589811,2021-08-19 14:53:33.018403,0,0,0,0,0,0
130,2021-08-19 14:53:25.482982,2021-08-19 14:53:33.928703,0,0,0,0,0,0
131,2021-08-19 14:53:40.137879,2021-08-19 14:53:41.048179,0.0,6.209176,6.209176,0,0.267777,0
132,2021-08-19 14:53:33.656241,2021-08-19 14:53:41.958479,0,0,0,0,0,0
133,2021-08-19 14:53:34.479357,2021-08-19 14:53:42.868779,0,0,0,0,0,0
134,2021-08-19 14:53:49.315745,2021-08-19 14:53:50.226045,0.0,6.446966,6.446966,0,0.502621,0
135,2021-08-19 14:53:42.727478,2021-08-19 14:53:51.136345,0,0,0,0,0,0
136,2021-08-19 14:53:43.333169,2021-08-19 14:53:52.046645,0,0,0,0,0,0
137,2021-08-19 14:54:00.956154,2021-08-19 14:54:01.866454,0.0,8.909509,8.909509,0,0.341843,0
138,2021-08-19 14:53:51.813876,2021-08-19 14:54:02.776754,0,0,0,0,0,0
139,2021-08-19 14:53:52.383582,2021-08-19 14:54:03.687054,0,0,0,0,0,0
140,2021-08-19 14:54:09.688682,2021-08-19 14:54:10.598982,0.0,6.001628,6.001628,0,0,0
141,2021-08-19 14:54:11.404546,2021-08-19 14:54:12.314846,0.805564,0.805564,0,0,0.805564,0
142,2021-08-19 14:54:14.283258,2021-08-19 14:54:15.193558,1.968412,1.968412,0,0,1.968412,0
143,2021-08-19 14:54:18.827589,2021-08-19 14:54:19.737889,0.0,3.634031,3.634031,0,0,0
144,2021-08-19 14:54:20.215836,2021-08-19 14:54:21.126136,0.477947,0.477947,0,0,0.477947,0
145,2021-08-19 14:54:23.059322,2021-08-19 14:54:23.969622,1.933186,1.933186,0,0,1.933186,0
146,2021-08-19 14:54:27.900445,2021-08-19 14:54:28.810745,0.0,3.930823,3.930823,0,0,0
147,2021-08-19 14:54:28.917157,2021-08-19 14:54:29.827457,0.106412,0.106412,0,0,0.106412,0
148,2021-08-19 14:54:31.942772,2021-08-19 14:54:32.853072,2.115315,2.115315,0,0,2.115315,0
149,2021-08-19 14:54:36.864453,2021-08-19 14:54:37.774753,0.0,4.011381,4.011381,0,0,0
150,2021-08-19 14:54:37.918201,2021-08-19 14:54:38.828501,0.143448,0.143448,0,0,0.143448,0
151,2021-08-19 14:54:40.983279,2021-08-19 14:54:41.893579,2.154778,2.154778,0,0,2.154778,0
152,2021-08-19 14:54:45.797280,2021-08-19 14:54:46.707580,0.0,3.903701,3.903701,0,0,0
153,2021-08-19 14:54:46.770208,2021-08-19 14:54:47.680508,0.062628,0.062628,0,0,0.062628,0
154,2021-08-19 14:54:50.060405,2021-08-19 14:54:50.970705,2.379897,2.379897,0,0,2.379897,0
155,2021-08-19 14:54:54.883254,2021-08-19 14:54:55.793554,0.0,3.912549,3.912549,0,0,0
156,2021-08-19 14:54:55.663905,2021-08-19 14:54:56.703854,0,0,0,0,0,0
157,2021-08-19 14:54:58.978507,2021-08-19 14:54:59.888807,2.274653,2.274653,0,0,2.274653,0
158,2021-08-19 14:55:03.894768,2021-08-19 14:55:04.805068,0.0,4.005961,4.005961,0,0,0
159,2021-08-19 14:55:04.729948,2021-08-19 14:55:05.715368,0,0,0,0,0,0
160,2021-08-19 14:55:07.778936,2021-08-19 14:55:08.689236,2.063568,2.063568,0,0,2.063568,0
161,2021-08-19 14:55:12.944831,2021-08-19 14:55:13.855131,0.0,4.255595,4.255595,0,0,0
162,2021-08-19 14:55:13.794309,2021-08-19 14:55:14.765431,0,0,0,0,0,0
163,2021-08-19 14:55:17.201999,2021-08-19 14:55:18.112299,2.436568,2.436568,0,0,2.436568,0
164,2021-08-19 14:55:22.163042,2021-08-19 14:55:23.073342,0.0,4.050743,4.050743,0,0,0
165,2021-08-19 14:55:22.802929,2021-08-19 14:55:23.983642,0,0,0,0,0,0
166,2021-08-19 14:55:26.149345,2021-08-19 14:55:27.059645,2.165703,2.165703,0,0,2.165703,0
167,2021-08-19 14:55:31.493482,2021-08-19 14:55:32.403782,0.0,4.433837,4.433837,0,0,0
168,2021-08-19 14:55:31.711114,2021-08-19 14:55:33.314082,0,0,0,0,0,0
169,2021-08-19 14:55:35.151759,2021-08-19 14:55:36.062059,1.837677,1.837677,0,0,1.837677,0
170,2021-08-19 14:55:40.246562,2021-08-19 14:55:41.156862,0.0,4.184503,4.184503,0,0,0
171,2021-08-19 14:55:40.679474,2021-08-19 14:55:42.067162,0,0,0,0,0,0
172,2021-08-19 14:55:43.954290,2021-08-19 14:55:44.864590,1.887128,1.887128,0,0,1.887128,0
173,2021-08-19 14:55:49.186950,2021-08-19 14:55:50.097250,0.0,4.32236,4.32236,0,0,0
174,2021-08-19 14:55:49.632248,2021-08-19 14:55:51.007550,0,0,0,0,0,0
175,2021-08-19 14:55:52.952077,2021-08-19 14:55:53.862377,1.944527,1.944527,0,0,1.944527,0
176,2021-08-19 14:55:58.378086,2021-08-19 14:55:59.288386,0.0,4.515709,4.515709,0,0,0
177,2021-08-19 14:55:58.663066,2021-08-19 14:56:00.198686,0,0,0,0,0,0
178,2021-08-19 14:56:11.610243,2021-08-19 14:56:12.520543,11.411557,11.411557,0,0,11.411557,0
179,2021-08-19 14:56:07.746591,2021-08-19 14:56:13.430843,0,0,0,0,0,0
180,2021-08-19 14:56:07.309345,2021-08-19 14:56:14.341143,0,0,0,0,0,0
181,2021-08-19 14:56:20.221641,2021-08-19 14:56:21.131941,5.880498,5.880498,0,0,5.880498,0
182,2021-08-19 14:56:15.853719,2021-08-19 14:56:22.042241,0,0,0,0,0,0
183,2021-08-19 14:56:15.597981,2021-08-19 14:56:22.952541,0,0,0,0,0,0
184,2021-08-19 14:56:29.311114,2021-08-19 14:56:30.221414,6.358573,6.358573,0,0,6.358573,0
185,2021-08-19 14:56:25.004567,2021-08-19 14:56:31.131714,0,0,0,0,0,0
186,2021-08-19 14:56:24.675538,2021-08-19 14:56:32.042014,0,0,0,0,0,0
187,2021-08-19 14:56:37.990723,2021-08-19 14:56:38.901023,5.948709,5.948709,0,0,5.948709,0
188,2021-08-19 14:56:34.413606,2021-08-19 14:56:39.811323,0,0,0,0,0,0
189,2021-08-19 14:56:33.778424,2021-08-19 14:56:40.721623,0,0,0,0,0,0
190,2021-08-19 14:56:46.712240,2021-08-19 14:56:47.622540,5.990617,5.990617,0,0,5.990617,0
191,2021-08-19 14:56:43.514885,2021-08-19 14:56:48.532840,0,0,0,0,0,0
192,2021-08-19 14:56:42.967047,2021-08-19 14:56:49.443140,0,0,0,0,0,0
193,2021-08-19 14:56:55.838264,2021-08-19 14:56:56.748564,5.905358,6.395124,0.489766,0,6.395124,0
194,2021-08-19 14:56:52.780245,2021-08-19 14:56:57.658864,0,0,0,0,0,0
195,2021-08-19 14:56:51.666312,2021-08-19 14:56:58.569164,0,0,0,0,0,0
196,2021-08-19 14:57:04.569318,2021-08-19 14:57:05.479618,4.95728,6.000154,1.042874,0,6.000154,0
197,2021-08-19 14:57:11.911045,2021-08-19 14:57:12.821345,6.431427,6.431427,0,6.431427,0,0
198,2021-08-19 14:57:00.619516,2021-08-19 14:57:13.731645,0,0,0,0,0,0
199,2021-08-19 14:57:13.400221,2021-08-19 14:57:14.641945,0,0,0,0,0,0
200,2021-08-19 14:57:20.683659,2021-08-19 14:57:21.593959,6.041714,6.041714,0,6.041714,0,0
201,2021-08-19 14:57:09.728486,2021-08-19 14:57:22.504259,0,0,0,0,0,0
202,2021-08-19 14:57:22.022449,2021-08-19 14:57:23.414559,0,0,0,0,0,0
203,2021-08-19 14:57:29.848362,2021-08-19 14:57:30.758662,6.433803,6.433803,0,6.433803,0,0
204,2021-08-19 14:57:23.199074,2021-08-19 14:57:31.668962,0,0,0,0,0,0
205,2021-08-19 14:57:30.849597,2021-08-19 14:57:32.579262,0,0,0,0,0,0
206,2021-08-19 14:57:38.713996,2021-08-19 14:57:39.624296,6.134734,6.134734,0,6.134734,0,0
207,2021-08-19 14:57:32.173189,2021-08-19 14:57:40.534596,0,0,0,0,0,0
208,2021-08-19 14:57:39.717079,2021-08-19 14:57:41.444896,0,0,0,0,0,0
209,2021-08-19 14:57:47.904909,2021-08-19 14:57:48.815209,6.460013,6.460013,0,6.460013,0,0
210,2021-08-19 14:57:49.907317,2021-08-19 14:57:50.817617,1.092108,1.092108,0,1.092108,0,0
211,2021-08-19 14:57:49.005473,2021-08-19 14:57:51.727917,0,0,0,0,0,0
212,2021-08-19 14:57:56.633908,2021-08-19 14:57:57.544208,4.905991,4.905991,0,4.905991,0,0
213,2021-08-19 14:57:58.588091,2021-08-19 14:57:59.498391,1.043883,1.043883,0,1.043883,0,0
214,2021-08-19 14:57:57.896226,2021-08-19 14:58:00.408691,0,0,0,0,0,0
215,2021-08-19 14:58:05.541228,2021-08-19 14:58:06.451528,5.132537,5.132537,0,5.132537,0,0
216,2021-08-19 14:58:07.624134,2021-08-19 14:58:08.534434,1.172606,1.172606,0,1.172606,0,0
217,2021-08-19 14:58:06.574748,2021-08-19 14:58:09.444734,0,0,0,0,0,0
218,2021-08-19 14:58:14.763049,2021-08-19 14:58:15.673349,5.318315,5.318315,0,5.318315,0,0
219,2021-08-19 14:58:16.442183,2021-08-19 14:58:17.352483,0.768834,0.768834,0,0.768834,0,0
220,2021-08-19 14:58:15.229836,2021-08-19 14:58:18.262783,0,0,0,0,0,0
221,2021-08-19 14:58:27.118616,2021-08-19 14:58:28.028916,8.855833,8.855833,0,5.273031,8.855833,0
222,2021-08-19 14:58:24.890793,2021-08-19 14:58:28.939216,0,0,0,0,0,0
223,2021-08-19 14:58:23.970654,2021-08-19 14:58:29.849516,0,0,0,0,0,0
224,2021-08-19 14:58:36.074237,2021-08-19 14:58:36.984537,6.224721,6.224721,0,2.357122,6.224721,0
225,2021-08-19 14:58:33.512856,2021-08-19 14:58:37.894837,0,0,0,0,0,0
226,2021-08-19 14:58:32.856870,2021-08-19 14:58:38.805137,0,0,0,0,0,0
227,2021-08-19 14:58:44.874422,2021-08-19 14:58:45.784722,6.069285,6.069285,0,2.441156,6.069285,0
228,2021-08-19 14:58:42.454235,2021-08-19 14:58:46.695022,0,0,0,0,0,0
229,2021-08-19 14:58:41.897315,2021-08-19 14:58:47.605322,0,0,0,0,0,0
230,2021-08-19 14:58:53.984723,2021-08-19 14:58:54.895023,6.379401,6.379401,0,2.916077,6.379401,0
231,2021-08-19 14:58:51.669086,2021-08-19 14:58:55.805323,0,0,0,0,0,0
232,2021-08-19 14:58:50.701220,2021-08-19 14:58:56.715623,0,0,0,0,0,0
233,2021-08-19 14:59:03.324713,2021-08-19 14:59:04.235013,6.60909,6.60909,0,2.762342,6.60909,0
234,2021-08-19 14:59:00.725211,2021-08-19 14:59:05.145313,0,0,0,0,0,0
235,2021-08-19 14:58:59.473264,2021-08-19 14:59:06.055613,0,0,0,0,0,0
236,2021-08-19 14:59:13.162010,2021-08-19 14:59:14.072310,7.106397,7.106397,0,2.279854,7.106397,0
237,2021-08-19 14:59:09.559294,2021-08-19 14:59:14.982610,0,0,0,0,0,0
238,2021-08-19 14:59:08.602690,2021-08-19 14:59:15.892910,0,0,0,0,0,0
239,2021-08-19 14:59:22.031553,2021-08-19 14:59:22.941853,6.138643,6.138643,0,1.113038,6.138643,0
240,2021-08-19 14:59:18.207025,2021-08-19 14:59:23.852153,0,0,0,0,0,0
241,2021-08-19 14:59:17.553241,2021-08-19 14:59:24.762453,0,0,0,0,0,0
242,2021-08-19 14:59:30.797350,2021-08-19 14:59:31.707650,6.034897,6.034897,0,1.171236,6.034897,0
243,2021-08-19 14:59:27.223745,2021-08-19 14:59:32.617950,0,0,0,0,0,0
244,2021-08-19 14:59:26.600526,2021-08-19 14:59:33.528250,0,0,0,0,0,0
245,2021-08-19 14:59:39.753518,2021-08-19 14:59:40.663818,6.225268,6.225268,0,1.214274,6.225268,0
246,2021-08-19 14:59:36.094104,2021-08-19 14:59:41.574118,0,0,0,0,0,0
247,2021-08-19 14:59:35.510470,2021-08-19 14:59:42.484418,0,0,0,0,0,0
248,2021-08-19 14:59:48.604370,2021-08-19 14:59:49.514670,6.119952,6.119952,0,1.30316,6.119952,0
249,2021-08-19 14:59:45.026922,2021-08-19 14:59:50.424970,0,0,0,0,0,0
250,2021-08-19 14:59:44.508018,2021-08-19 14:59:51.335270,0,0,0,0,0,0
251,2021-08-19 15:00:13.403061,2021-08-19 15:00:14.313361,22.067791,22.067791,0,1.934869,22.067791,0
252,2021-08-19 14:59:54.105057,2021-08-19 15:00:15.223661,0,0,0,0,0,0
253,2021-08-19 14:59:53.203670,2021-08-19 15:00:16.133961,0,0,0,0,0,0
254,2021-08-19 15:00:22.224950,2021-08-19 15:00:23.135250,6.090989,6.090989,0,0,6.090989,0
255,2021-08-19 15:00:02.479914,2021-08-19 15:00:24.045550,0,0,0,0,0,0
256,2021-08-19 15:00:01.679196,2021-08-19 15:00:24.955850,0,0,0,0,0,0
257,2021-08-19 15:00:33.229372,2021-08-19 15:00:34.139672,8.273522,8.273522,0,0,6.42965,8.273522
258,2021-08-19 15:00:24.027771,2021-08-19 15:00:35.049972,0,0,0,0,0,0
259,2021-08-19 15:00:24.915329,2021-08-19 15:00:35.960272,0,0,0,0,0,0
260,2021-08-19 15:00:42.205613,2021-08-19 15:00:43.115913,6.245341,6.245341,0,0,4.292557,6.245341
261,2021-08-19 15:00:33.825502,2021-08-19 15:00:44.026213,0,0,0,0,0,0
262,2021-08-19 15:00:34.407971,2021-08-19 15:00:44.936513,0,0,0,0,0,0
263,2021-08-19 15:00:50.951990,2021-08-19 15:00:51.862290,6.015477,6.015477,0,0,4.494434,6.015477
264,2021-08-19 15:00:44.301215,2021-08-19 15:00:52.772590,0,0,0,0,0,0
265,2021-08-19 15:00:45.255796,2021-08-19 15:00:53.682890,0,0,0,0,0,0
266,2021-08-19 15:00:59.830926,2021-08-19 15:01:00.741226,6.148036,6.148036,0,0,4.563551,6.148036
267,2021-08-19 15:00:53.515969,2021-08-19 15:01:01.651526,0,0,0,0,0,0
268,2021-08-19 15:00:54.363599,2021-08-19 15:01:02.561826,0,0,0,0,0,0
269,2021-08-19 15:01:08.950711,2021-08-19 15:01:09.861011,6.388885,6.388885,0,0,4.669218,6.388885
270,2021-08-19 15:01:02.791284,2021-08-19 15:01:10.771311,0,0,0,0,0,0
271,2021-08-19 15:01:02.994955,2021-08-19 15:01:11.681611,0,0,0,0,0,0
